Title,Price,Rating,Price_Category
The Last Girl (The Dominion Trilogy #1),36.26,2,Medium
The Iliad,16.16,1,Cheap
The Hook Up (Game On #1),36.29,5,Medium
The Haters,27.89,5,Medium
The Girl You Lost,12.29,5,Cheap
The Girl In The Ice (DCI Erika Foster #1),15.85,3,Cheap
The End of the Jesus Era (An Investigation #1),14.4,1,Cheap
The Edge of Reason (Bridget Jones #2),19.18,4,Cheap
The Complete Maus (Maus #1-2),10.64,3,Cheap
The Communist Manifesto,14.76,3,Cheap
The Bhagavad Gita,57.49,3,Expensive
The Bette Davis Club,30.66,3,Medium
The Art of Not Breathing,40.83,4,Expensive
Taking Shots (Assassins #1),18.88,2,Cheap
Starlark,25.83,3,Medium
"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,3,Expensive
Sister Sable (The Mad Queen #1),13.33,3,Cheap
Shatter Me (Shatter Me #1),42.4,1,Expensive
Shameless,58.35,3,Expensive
Shadow Rites (Jane Yellowrock #10),21.72,4,Medium
Settling the Score (The Summer Games #1),44.91,2,Expensive
Sense and Sensibility,37.46,1,Medium
"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,1,Medium
"Rhythm, Chord & Malykhin",28.34,2,Medium
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,5,Expensive
Paradise Lost (Paradise #1),24.96,1,Medium
"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,4,Medium
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,3,Medium
Origins (Alphas 0.5),28.99,1,Medium
One Second (Seven #7),52.94,2,Expensive
On the Road (Duluoz Legend),32.36,3,Medium
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,2,Expensive
Off Sides (Off #1),39.45,5,Medium
Of Mice and Men,47.11,2,Expensive
Myriad (Prentor #1),58.75,4,Expensive
My Perfect Mistake (Over the Top #1),38.92,2,Medium
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,4,Medium
Meditations,25.89,2,Medium
Matilda,28.34,1,Medium
Lost Among the Living,27.7,4,Medium
Lord of the Flies,24.89,3,Medium
Listen to Me (Fusion #1),58.99,3,Expensive
Kitchens of the Great Midwest,57.2,5,Expensive
Jane Eyre,38.43,5,Medium
Imperfect Harmony,34.74,4,Medium
Icing (Aces Hockey #2),40.44,4,Expensive
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,3,Expensive
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,Medium
"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,4,Expensive
"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,5,Expensive
Frankenstein,38.0,2,Medium
Forever Rockers (The Rocker #12),28.8,3,Medium
Fighting Fate (Fighting #6),39.24,3,Medium
Emma,32.93,2,Medium
"Eat, Pray, Love",51.32,3,Expensive
Deep Under (Walker Security #1),47.09,5,Expensive
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,4,Medium
Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,3,Medium
Charity's Cross (Charles Towne Belles #4),41.24,1,Expensive
Bright Lines,39.07,5,Medium
Bridget Jones's Diary (Bridget Jones #1),29.82,1,Medium
Bounty (Colorado Mountain #7),37.26,4,Medium
Blood Defense (Samantha Brinkman #1),20.3,3,Medium
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,5,Medium
Beyond Good and Evil,43.38,1,Expensive
Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,1,Expensive
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,4,Expensive
A Spy's Devotion (The Regency Spies of London #1),16.97,5,Cheap
1st to Die (Women's Murder Club #1),53.98,1,Expensive
"1,000 Places to See Before You Die",26.08,5,Medium
